id,post,topic,labels,cls_euc,dist_euc,cls_euc_sp,dist_euc_sp,cls_cos,dist_cos,cls_cos_sp,dist_cos_sp
1614,"a definite 'yes'. it seems a lot of people have 'conveniently' forgotten that the bush administration pretty much sucked the wind out of our nation (and world), with its 'shoot from the hip' policies. tarp money was first brought up by him, and in case your memory is not good, most of the money bush received could not even be traced. no one seemed to know where it went! his policies began the process of deteriotaton that obama inherited. by the time obama took office, the deed was done, and he was faced with something akin to being given command of the 'titantic'. due to his diligence and vision, we are now beginning to 'see the light', in spite of the non-cooperative congress he is working with. if you know anything about american politics, you realize, the president's power are limited, and dependent upon congress. in other words, even if his policies were 'perfect', if congress decided not to support them, they would go no where. perhaps the greatest argument' can be found not just in the political arena, but in the totality of the man. agree or disagree with his actions, you have to give credit to the fact that he is a man who keeps his promises, and maintains integrity in both his personal and professional life that type of man is more likely to succeed for it takes integrity and committment to accomplsh worthy goals. everyone will never be pleased 'all the time', but if the individual leading is at least one of good moral fibre, and is reasonably intelligent, he will do the right thing which will serve everyone. obama is such a man.",obama,p-quality p-republicans,17,116.6865,23,115.39349,171,0.2888326048851013,171,0.29367923736572266
1615,obama is a great president despite the negative criticisms. it takes time people to rebuild an economy! thanks to george bush for demolishing our economy and making it worst than it already was now obama has to come in an rectify what has been done. obama believes in foreign policy!!!!! just saying.,obama,p-foreign_policies p-quality p-republicans,14,148.86177,17,148.58055,183,0.4800758957862854,184,0.48504412174224854
1616,anyone who says obama is helping the economy is dead wrong. just look at all the debt he's accumulated with blatant disregard for the future. anyone in this column who said he's helped the economy is absolutely ignorant and you should not vote period. he's accumulated about the same debt as bush in half the time.. so unsustainable deficits eventually leads to more quantitative easing and drastic devaluing the worth of the dollars you saved for retirement. what's the point of saving for retirement if the dollars will be worthless when it's time to retire. if you support obama you support being broke. the only change i see are questionable policies and turning the dollars into change faster than any other president. do not be fooled with this helping the common man because in the long term he is doing exactly the opposite faster than any other president. use your brain. bush and obama were both awful and it's time we get a president who actually can spell 'economy.' his budgets were so laughable he should have been impeached and not considered for a second term.. republican democrat i have no preference for either i just want the most efficient policies and it's just about a guarantee no one will be as irresponsible to the long term financial health of this country than obama.,obama,c-economy c-republicans,46,142.23611,58,140.21758,185,0.4384985566139221,186,0.449490487575531
1617,it's pretty easy to understand the more money that eventually needs to be printed to handle this debt/unsustainable deficits of which is spiraling out of control currently will devalue the dollar that is already scarce to the 99% much further than we have already seen. that is not helping the poorer people of this country. the way this president accumulates debt is not acceptable and he needs to go asap or else the best move is to bet against the us dollar if you want a chance at having money/significant wealth for retirement.,obama,c-economy,45,187.19368,57,187.0541,175,0.5059118270874023,113,0.6700440347194672
1618,"if i got an dollar for every should obama be reelected debate, i would have like $10. if more debt and spending is something that you admire, then yes, but it will crash.",obama,c-economy,42,123.102936,54,120.934425,193,0.531706690788269,195,0.5521956086158752
1619,"our entire debt buildup of the past decade can be pegged to 5 things: 1) 2 unsustainable wars started by republicans 2) three unsustainable tax cuts started by republicans 3) and unsustainable medicare part d program started by republicans 4) unprecedented increase in military spending started by republicans if you look at obama's new spending , you will see he has spent under $350 billion in non-recession spending.",obama,p-economy,35,187.93372,45,186.71518,188,0.5389562547206879,190,0.5409134924411774
1620,"and exacerbated by obama. what?! he has ended half of them. too much spending by all. not really. bush new spending in 8 years? $5.07 trillion obama total new spending (projected out for the next 8 years)? $1.44 trillion. and of that total, only $430 billion is non-reccesion related. too much spending by all. not really, again. new healthcare spending under obama will cost an average of just $19 billion a year (8 year projection). and exacerbated by obama. wow. dod budget is down from last year.",obama,p-economy,30,163.93182,40,165.61694,179,0.5892322659492493,179,0.5881375372409821
1621,dude obama didnt fix the economy the economy fixes itself and the only reason it looks like he has done anything is because we didnt have any further down to go.,obama,c-economy,46,159.58508,58,157.15411,117,0.5935486853122711,182,0.6282274723052979
1622,"i agree that changes are needed, but isolationism? that seems a bit to extreme, and it also doesnt make much sense in terms of securing economic and geopolitical interests. i was talking about issues of electability. i dont care about his age, but understand that this is a consideration of many people because they associate function with age. he could be 120 for all i care. obama wants to raise the country out of its current state, and is doing so, and also is trying to get us back to respectability.",obama,p-other,13,128.78426,16,129.53706,192,0.5298652052879333,51,0.7316144108772278
1623,why? economy. immigration. gay rights. middle class taxes. energy independence. foreign policy. terrorism. that's about it. feel free to attack any of 'em.,obama,p-decision_policies p-economy p-foreign_policies p-other p-war,32,166.5698,42,166.7282,52,0.5790121853351593,53,0.6273585259914398
1624,the man spent more than all the other presidents combined in his first 2 years....,obama,c-economy,7,104.445076,9,104.21894,172,0.26446330547332764,172,0.2634040117263794
1625,"if you're a proponent of fiscal irresponsibility, debt, unemployment and malaise then absolutely yes. also if your politics tend toward the fascist/communist end of the spectrum, again yes. but if you believe in freedom, and the constitution, and the god given rights of man and responsibility, then obama must be thrown out. and i believe he will be.",obama,c-other,34,145.39223,62,140.91246,30,0.6306076645851135,31,0.5951813757419586
1626,"(pardon spelling errors) how does obama not know a thing about the economy? as far as i know he promotes progressive taxation, progressive taxation promotes aggregate demand which benefits everyone since this term is synonymous with economic health - see my other post about aggregate demand to know more about what i mean. immigration - how could anyone talk about obama with respect to immigration as though he is an immigrant if he didnt immigrate to this country? are you really that unaware of the fact that he was born in hawaii? do you really think that he would be able to become all the things he has become if he had forged the documents that prove his origins? i feel like the scrutiny would be really extreme prior to his taking office. the notion that he is from another country is at least slightly racist because it is a reflection of his non-anglo-american name and ethnicity which are irrelivant to that fact that he was born in the us. on gay rights - maybe he doesnt fully support them, but he supports them way more than just about any other option. who is more in support of them than he? on middle class taxes - taxes must reflect government spending, insofar as there are bariers to the greater taxation for the wealthy, he is necessarily forced to tax the middle class more if he is to be fiscally responsible. i doubt that he is truly in favor of increasing taxes generally and specifically not in favor of taxing the middle class. but what other option does he have that doesnt increase the national debt? on foreign policy - are you arguing that he is pro war? obama is trying to get us out of the wars we got into under bush ii. given the political (national and global) complexities of our modern world, you cant just withdraw at any arbitrary point once you have engaged in war. also, as a nation we have a responsibility to ourselves (even though people would argue beyond this point) to prevent nuclear proliferation and instability in regions that supply us with natural resources as well as the threats to them - it is not only in our economic interest, but our national security interest as well. i am not pro war, but i also recognize that the complexities of geopolitical strategy suggests the irrationality of isolationist and immediate-withdrawl policies. terrorism - i dont have much to say about tsa and ndaa. as far as i know, these are the way they are because of bush ii. insofar as obama is concerned politically, it might be a bad idea to undermine strong counter terrorist innitiatives. political dance is more than just going with what you want, you have to navigate the will of the masses to promote the best ideas. obama cant commit political suicide by appealing to the sensabilities of the people when doing so might cause others to question his stance on national security and defense.",obama,p-decision_policies p-economy p-war,4,136.55295,6,137.86998,13,0.5883951485157013,12,0.5082830190658569
1627,no because he has had three years to make some changes to this economy and he hasn't! actually if you haven't heard it has dropped! :( it's time for someone else to step in and help america.,obama,c-economy,30,147.37833,40,149.99582,31,0.5449342727661133,32,0.5292016565799713
1628,every thing you said was false. i think i can convince you to be an obama supporter. the economy is very clearly recovering. i have posted the facts above in previous comments. lowest unemployment in 3 years. best january for the economy in this century. dow at 3 year high. nasdaq at 11 year high. job growth at 15 year high. corporate taxes at 40 year low. etc. etc. obama 2012!,obama,p-economy p-job,7,203.36557,9,202.75519,109,0.4684373736381531,117,0.45944589376449585
1629,"christ people, it's only been 8 months. he's begun closing gitmo. he's begun pulling troops out of iraq. he's working to stablize the economy and reform health care. contrary to popular opinion, obama's not god. he can't fix everything just by snapping his fingers. what positive accomplishments did bush make in 8 years? seriously.",obama,p-economy p-health p-war,39,129.70593,49,132.44638,3,0.5895823836326599,2,0.5985801815986633
1630,"* extended discounted cobra health coverage for the nation's unemployed from 9 months to 15 months. workers laid off between september 1, 2008 and february 28, 2010 qualify: http://bucks.blogs.nytimes.com/2009/12/ 23/ how-to-get-extended-cobra-health- coverage-subsidies",obama,p-health,28,154.4922,38,154.507,177,0.4266010522842407,176,0.4302714467048645
1631,* invested heavily in education both as a way to provide jobs now and lay the foundation for long-term prosperity: http://www.whitehouse.gov/issues/ education,obama,p-job,13,156.05287,16,153.16534,174,0.6083353757858276,174,0.595113068819046
1632,"boy you are brainwashed, all the stuff you have mentioned does what for the economy, all presidents before him do all of the same rhetoric you are mentioning. almost 90% of economist and business people a like say that obama's policies and lack of business know how is what's making things worse. good luck on nov 2nd your going to need it. obama is not the change americans hoped for he campaigned in the middle and ran on the left. he's a socialist a anti colonialist. that's how his dad taught him that's why he returned winston churchill's bust back to england his dad despised the brits for colonizing impoverished nations. obama is driving this country into the ground, worse president i have ever seen. he hates amercia and so does his wife michelle",obama,c-decision_policies c-quality,42,138.1243,54,139.15274,166,0.6614463925361633,167,0.660712480545044
1633,"* signed the credit card accountability, responsibility, and disclosure (card) act to protect americans from unfair and deceptive credit card practices: http://www.newsunfiltered.com/archives/2010/02/pew_finds_credi.html http://www.prnewswire.com/news-releases/ pew-finds-credit-card-act-will-save- consumers-billions-research-shows-need- for-the-federal-reserve-to-set-strong- rules-on-penalty-fees-and-charges- 84474432.html",obama,p-other,44,138.98198,56,133.54767,173,0.2399132251739502,173,0.20062661170959473
1634,* increased funding for student loans and pell grants for 2010 students: http://www.ourfuture.org/report/ 2009031325/ obama-s-budget-supporting-students-not- banks,obama,p-decision_policies,44,97.99108,56,96.270546,174,0.21853435039520264,174,0.21586012840270996
1635,how do you like the fact he has denied skimmers offered from other countries to help with the oil spill and he won't let them because of the jones act?. quote obama said to florida senator. florida senator: obama told me we canâ€™t deploy oil skimmers because they might be needed elsewhere. nice! thats like me calling the fire dept to come to my house and put out the fire because it's on fire and the fire dept says they can't because they might be needed to put a fire out in the future that they don't know about yet but if they did then they wouldn't be able to because they would be putting out my fire. come on jessald even you can say obama has failed here.,obama,c-other,47,173.38408,59,171.32968,15,0.6504536271095276,14,0.5902928113937378
1636,"obama says one thing, and does another. pulling troops out of the east? obama sent more troops there, twice as many as there were before. not gonna put lobbyists in the white house? http://americaswatchtower. com/2009/01/29/ president-obamas-white-house-is-filled- with-lobbyists/ not gonna use signing statements? http://opiniojuris.org/2009/07/01/ did-anyone-oppose-signing-statements- just-koh-the-aba-and-some-guy-named- barack/ the notion that obama has actually done something besides what bush has already done is based on the fact that obama makes a lot of empty promises and then makes a bill that says ""he's thinking about doing them."" yeah, the dude's thinking about quitting smoking too. obama and bush work for the same people. obama's just a thousand times more intelligent, inspirational, charming, and charismatic. all he's really done is made people believe that whatever he does, whether it's continuing the wiretapping that bush advocated, banning guns, or sending more troops to the middle east, it's progressive and trendy. everything's gonna be ok because obama is in charge right? his allegiances aren't to the citizens of the u.s. and it's not to the constitution either (he's done a lot to change or ignore it). he works for corporate america: banking, wallstreet, and the new world order.",obama,c-other c-war,1,158.62437,2,158.12624,194,0.5967242121696472,196,0.6214246451854706
1637,"no, the skit the other night on snl was really funny and true. you know when snl is doing a skit on a president there is some true merit to it. obama's inexperience is starting to show through. he has the entire house and senate majority and still he has done nothing. oh i forgot cash for clunkers but that was someone else's idea.",obama,c-quality,7,187.25835,9,184.32227,184,0.47412991523742676,189,0.5050434172153473
1638,"obama has done plenty for small business . nobody wants to pay for emissions and health care, but ignoring our problems won't make them go away. what's your alternative solution? the unemployment numbers weren't a lie. they were simply mistaken. they were based on the consensus view of economists. most people hadn't yet realized what a big hole the crisis left us in.",obama,p-economy,33,167.98738,43,164.40727,179,0.5865116119384766,179,0.5876683592796326
1639,"what has he done specifically for small business except wanting to tax more if you gross more than 250k, there has been not been any incentive for small business to expand? go ask any small business owner and ask them first hand what obama has done for small business. ""nothing"" if the numbers he gave was a mistake that wasn't very smart vetting process considering that almost everybody new before hand that unemployment was going over 8.5% it was just to sell his pork barrel stimulus which is not job creation once the money is all gone then those jobs are gone. just like the cash for clunkers it was good when it lasted but automakers saw numbers jump 20% but now it's over there sales are back down 20%. it's not real job creation. we need to praise and reward the private sector that's where the real long job stabilization is. until the ideal changes that the real power of the economy is the individual innovation then we are going to be in a hurt economy for a long time.",obama,c-economy c-job,17,163.42464,23,162.1775,192,0.5658260881900787,91,0.6157145798206329
1640,still waiting for something positive where is the real stimulus that will create private sector jobs which is where the real health of our nation lies. what happens when the stimulus money runs out then what? the stimulus package they gave us is like trying to fix a broken dam with a band aid.,obama,c-economy,7,190.5188,9,188.97655,175,0.2860822081565857,112,0.46180295944213867
1641,yeah 10.2% today unemployment and still going higher when the next 6 months for him are going to be crucial.,obama,c-job,7,140.68092,9,139.1842,117,0.579831600189209,125,0.5766634941101074
1642,"obama more indecisive. he said that he had a plan for afghanistan in june 2009 then in sept 2009 he says that the next 12 months in afghanistan are critical so he waits 3 more months to announce to the nation what his plan is going to be. so he just took 3 months out of him saying that afghanistan the next 12 months is critical, what kind of leader is that? where is the leadership? i have serious voters remorse.",obama,c-war,39,203.12216,49,203.69797,181,0.496826708316803,167,0.725856363773346
1643,"job summit today. basically obama is saying he doesn't know how to fix it and create job growth. i'll tell you how he could fix it is, is to get out of the private sectors way. or resign your big spending agendas which is the disincentive why private sector is not hiring. it cost a lot of money to run a business and make money in it, if he only understood that one simple principal.",obama,c-job,19,173.80006,25,171.30264,151,0.5649746060371399,146,0.5962755680084229
1644,"i'm with the rising poll of isolationist that believe afghany war is going to add more debt and spend 500 billion to help a country that only has two paved roads in the entire country. i was hoping that obama was to withdraw troops and start to focus on america's problems. 500 billion to give to companies to help build up there infrastructure. afghanistan is not a threat to us, the attacks of 9/11 came from america where we taught them how to fly our planes. and we are to believe general mcchrystal, the same general who lied about the truth of pat tillman's death? it's all about perception and money big business getting contracts is what this war is about.",obama,c-economy,39,136.42519,49,136.1513,123,0.46939951181411743,131,0.47266775369644165
1645,"he has done something. he now wants to take the tarp money which he said when it was to be paid back that it would go straight to pay down the deficit. he now wants to spend it on another stimulus. switzerland today sat out on bond sale for us treasury notes. did not buy one. uh oh can i say like many others have said, told you so, watch the interest getting ready to climb up.",obama,c-economy,43,164.10727,55,165.95381,170,0.6528627872467041,170,0.6521361768245697
1646,lets look at what we have now. worse economy people talking about double dip recession. a war that is a mess in afghanistan. ski rocketing deficit that our grand children are going to have to pay for. more confusion on less overall confidence in the us market. obama has made things much worse. he goes golfing while people in the gulf need his guidance and help. i remember bush giving up golf because he didn't want the moral of troops to see him golfing while troops died fighting. quite a contrast from a president who was supposed to bring change that we can believe in.,obama,c-economy c-quality c-war,42,183.34311,54,183.89735,175,0.5507088005542755,186,0.5605643093585968
1647,so far all of your arguments are against the grain and you are wrong he has done something made things worde but come nov 2nd we are going to throw a stop to him destroying this nation.,obama,c-other,43,157.42378,55,157.75452,193,0.5999220609664917,195,0.6034393608570099
1648,"obama needs to shut his pie hole and stop talking about the economy on tv. he is killing any confidence out there when he is so targeted going after the banks and wall st. it is good when wall st and banks make money. as much as some people hate them, when they are healthy and profitable the economy and jobs are healthy as well.",obama,c-economy,47,147.89194,59,146.65286,116,0.6514111757278442,124,0.6210585236549377
1649,a fight i'm willing to have is obama out of his mind. does he really want to economy to get better? why would he say something so asinine. then if he is going to tear apart the banks then he needs to also tear apart the unions for making gm fail and also for fannie and freddie which then he would have to go after his own lobbyist and tax them as well. the vial has been lifted the wizard behind the curtain is showing is true character and identity and the american public is seeing it before there eye. they are in panic mode. the ship is sinking fast and the rats on the ship become become more exposed.,obama,c-economy,35,188.90611,45,187.40924,145,0.6489661633968353,152,0.6552007794380188
1650,funny 306 days ago. what a joke he kick out lobbyist i'm lmaf! i know of at least 3 lobbyist personally here in my town they say it's better than ever. what a joke you believe anything that liar will tell you. for crying out loud he won't even show you his birth cert. don't bring up that bs one on the internet that doesn't show what hospital or dr delivered the man is a facade. that's why they are going to lose badly nov 2 people are waking up and smelling it.,obama,c-quality,43,151.9451,55,151.81587,53,0.6712905466556549,149,0.5573247969150543
1651,"uh... well he got a tv show about him. d-does that count? hell, at least the offshoot of bush's actions got some people more involved and a little easier to question what the hell is going on. if that's anything. but really, instant results? democracy is not a fucking microwave. or something like that. i don't know. you can't expect shit to get done right now . especially with all of the bureaucracy we've let happen. ask this question at the end of his term. and if he hasn't done anything, then don't vote for him. it's that simple.",obama,p-republicans,34,161.44926,17,170.84923,196,0.5988902151584625,197,0.5993583798408508
1652,"obama has done in 30 days what bush did in 8 years! bush promised after 9/11 that we would never get attacked again ,did we get attacked?, no! obama has not help save the economy in any shape or form he made it even worse . do you call over thousands of troops dieing everyday waiting for obama to send or bring back troops ,you call that, ''banning torture?''and no he has not begun withdrawing troops from iraq. the only good thing to happen with him i for him to be impeached,and get huckabee or mccain in office! we need to get our country back!!",obama,c-economy c-republicans c-war,45,136.2414,57,136.3254,10,0.48198944330215454,7,0.6346445679664612
1653,please. help save the economy that was already done in october when pres. bush and bernake gave the tarp funds out that is what stabilized the markets by allowing credit to still flow. kicked out lobbyists. so you call the billions in stimulus money that obama gave to acorn not lobbyists not to mention the hundreds of other small amounts given out to lobbyists. banned torture! that makes my sides split those poor terrorist which given a chance would like nothing more to kill all americans. electing a judge thats his job to pick one not very hard to that. we are nowhere close to getting out of iraq like he promised. his original statement was 18 months. not. any rational person including myself saw that not happening. although i would like to get out of there. bush allowed for stem cell as well. obama just added more to it.,obama,c-economy c-war,41,146.23857,53,146.6843,192,0.5479844212532043,198,0.5752661526203156
1654,"bush did the bailouts wrong. he didn't include lending requirements for the banks. obama did better. kicking out lobbyists is a fact . i seriously doubt obama gave stimulus money to acorn. so the solution to terrorism is to act like terrorists ourselves? we can to better. torture is dishonorable and causes us to lose legitimacy. besides, it doesn't work. bush allowed for research on products derived from the cells already in existence, not for the creation of new lines. heh, this is kind of a stupid debate, isn't it?",obama,p-other p-republicans p-war,30,179.19061,40,179.35576,196,0.46601349115371704,197,0.46564412117004395
1655,"um warlin there no excuse obama he is so far of base that he is lacking the ability to communicate with his own party. even with both the house and the senate majority to his power still can't get any of his big agenda passed. i think people crack up when he says something like ""i'm going to close guantanamo"" he sounds naive when he says stuff like that then he tries to and realizes oh shit this is harder than i thought. no country wants to take them back. no shit dumb ass. obama is one of those really smart men that has all of the accolades but lacks some basic common sense.",obama,c-other c-quality,42,146.41183,54,146.20593,187,0.5420747101306915,188,0.585484117269516
1656,"* signed the matthew shepard and james byrd, jr. hate crimes prevention act that made it a federal crime to assault an individual because of his or her sexual orientation or gender identity: http://www.cnn.com/2009/politics/10/28/ hate.crimes/index.html",obama,p-decision_policies,28,143.01329,38,142.32578,117,0.6348786652088165,125,0.6477669477462769
1657,"* announced a plan to responsibly end the war in iraq: http://www.nytimes.com/2009/02/28/ washington/28troops.html (and has reduced troops to under 50,000 as of now)",obama,p-war,44,113.96853,56,114.41417,173,0.4562035799026489,177,0.4155582785606384
1658,* renewed dialogue with nato and other allies and partners on strategic issues: http://www.whitehouse.gov/blog/09/04/04/ afghanistan-and-nato,obama,p-quality,49,146.648,62,147.97166,174,0.5387156009674072,174,0.554671972990036
1659,* provided the department of veterans affairs (va) with more than $1.4 billion to improve services to americaâ€™s veterans: http://www.whitehouse.gov/issues/ veterans,obama,p-other,43,149.77335,55,146.8719,176,0.5032054483890533,175,0.5129807591438293
1660,* ended the previous stop-loss policy that kept soldiers in iraq/afghanistan longer than their enlistment date: http://www.nytimes.com/2009/03/19/ washington/19gates.html,obama,p-war,38,118.853386,48,117.88365,31,0.6967824995517731,32,0.7100573778152466
1661,"* developed a comprehensive new strategy on afghanistan and pakistan that will help defeat al qaeda and authorized the deployment of more than 21,000 troops to afghanistan: http://www.washingtonpost.com/wp-dyn/ content/article/2009/03/27/ ar2009032700836.html",obama,p-war,7,178.29367,9,175.49655,177,0.5563442409038544,176,0.5537394285202026
1662,* announced a strategy to address the international nuclear threat: http://www.whitehouse.gov/ the_press_office/ remarks-by-president-barack-obama-in- prague-as-delivered,obama,p-foreign_policies,44,70.96484,56,70.02863,177,0.31672734022140503,176,0.35196733474731445
1663,* announced new policy steps towards cuba: http://www.nytimes.com/2009/04/05/world/ americas/05cuba.html,obama,p-foreign_policies,44,108.537735,56,106.57718,174,0.42882704734802246,177,0.42602938413619995
1664,* visited more countries and met with more world leaders than any president in his first six months in office: http://www.politifact.com/truth-o-meter/ statements/2009/nov/19/chain-email/ chain-e-mail-claims-obama-has-visited- more-countri,obama,p-foreign_policies,44,116.64564,56,118.358765,177,0.32312101125717163,176,0.32864612340927124
1665,* ordered secret detention facilities in eastern europe and elsewhere to be closed: http://en.wikipedia.org/wiki/black_site,obama,p-foreign_policies,38,144.47566,48,143.66753,186,0.621144562959671,187,0.6104943156242371
1666,* committed to no permanent military bases in iraq through the defense authorization act: http://www.politifact.com/truth-o-meter/ promises/promise/132/ no-permanent-bases-in-iraq,obama,p-war,44,110.391174,56,108.93381,177,0.35326695442199707,176,0.36504513025283813
1667,* launched a $15 billion plan to boost lending to small businesses: http://www.whitehouse.gov/ the_press_office/ remarks-by-the-president-to-small- business-owners,obama,p-economy,44,111.56885,56,113.05681,174,0.40722841024398804,174,0.4179242253303528
1668,* played a lead role in g-20 summit that produced a $1.1 trillion deal to combat the global financial crisis: http://www.g20.org,obama,p-foreign_policies,42,145.03467,54,142.81,183,0.5579408705234528,184,0.5906905233860016
1669,"* increased infrastructure spending (roads, bridges, power plants) after years of neglect: http://www.usnews.com/articles/news/ stimulus/2009/01/08/ poll-americans-strongly-back-increase-i n-infrastructure-spending.html",obama,p-other,49,128.49362,62,135.59816,174,0.36426693201065063,174,0.35794103145599365
1670,* authorized cutting the missile defense program by $1.4 billion in 2010: http://www.stripes.com/ article.asp?section=104&article;=62548,obama,p-economy,30,132.67041,40,131.96777,48,0.595236599445343,48,0.577643632888794
1671,* endorsed foreign account tax compliance act of 2009 that would close offshore tax havens: http://www.financialtaskforce.org/2009/ 10/27/ the-foreign-account-tax-compliance-act- of-2009,obama,p-economy,44,104.22184,56,101.501526,174,0.44611942768096924,174,0.4432945251464844
1672,* negotiated deal with swiss banks to permit us government to gain access to records of tax evaders and criminals: http://www.law. com/jsp/law/international/ lawarticleintl.jsp?id=1202433002570,obama,p-foreign_policies,35,150.13171,45,149.00775,132,0.6149141192436218,140,0.6062023937702179
1673,* issued an executive order to create the national commission on fiscal responsibility and reform: http://money.cnn.com/2010/02/18/news/ economy/obama_debt_commission/index.htm,obama,p-economy,28,119.81183,38,120.48256,72,0.643651157617569,177,0.3577086925506592
1674,* provided tax credit to workers thus cutting taxes for 95% of america's working families: http://www.politifact.com/truth-o-meter/ statements/2008/sep/18/barack-obama/ a-credit-for-workers-cuts-taxes-for- middle-class,obama,p-economy,44,105.42119,56,106.66895,177,0.37701356410980225,176,0.3688805103302002
1675,"* protected 300,000 education jobs, such as teachers, principals, librarians, and counselors through the recovery act that would have otherwise been lost: http://www2.ed.gov/news/pressreleases/ 2010/02/02012010a.html",obama,p-job,28,159.88683,38,159.8537,174,0.5798337757587433,174,0.5564676225185394
1676,* allocated funding to states and the department of homeland security to save thousands of police or firefighter jobs from being cut during the recession: http://www.politifact.com/truth-o-meter/ promises/promise/188/ increase-funding-for-local-emergency- planning,obama,p-job,44,116.426445,56,116.81995,177,0.39812028408050537,176,0.39866238832473755
1677,"* provided tax credits to first-time home buyers through the worker, homeownership, and business assistance act of 2009 to revitalize the u.s. housing market: http://www.federalhousingtaxcredit.com",obama,p-economy,35,167.94313,45,164.97311,176,0.22301578521728516,175,0.2372165322303772
1678,* 52 billion profit for federal reserve in 2009 http://news.bbc.co.uk/2/hi/business/ 8454535.stm,obama,p-economy,38,115.921875,48,115.10793,173,0.38624072074890137,177,0.3557264804840088
1679,"* signed the fraud enforcement and recovery act which gives the federal government more tools to investigate and prosecute fraud, from lending to the financial system, and creates a bipartisan financial crisis inquiry commission to investigate the financial practices that got us here: http://blogs.abcnews.com/politicalpunch/ 2009/05/obama-signs-hou.html",obama,p-economy,28,159.68097,38,159.90839,176,0.5176692306995392,175,0.44817280769348145
1680,* issued an presidential memorandum to restore scientific integrity in government decision-making: http://www.whitehouse.gov/ the_press_office/ memorandum-for-the-heads-of-executive- departments-and-agencies-3-9-09,obama,p-decision_policies,44,110.66608,56,108.11884,177,0.3732594847679138,177,0.3786686062812805
1681,* empowered states to enact federal fuel efficiency standards above federal standards: http://www.nytimes.com/2009/01/26/us/ politics/26calif.html,obama,p-decision_policies,49,146.24715,62,145.54869,177,0.4810914397239685,177,0.4081047773361206
1682,"* issued a presidential memorandum to the department of energy to implement more aggressive efficiency standards for common household appliances, like dishwashers and refrigerators. through this step, over the next three decades, weâ€™ll save twice the amount of energy produced by all the coal-fired power plants in america in any given year: http://www.whitehouse.gov/ the_press_office/ applianceefficiencystandards",obama,p-decision_policies,36,175.25417,46,167.36075,121,0.6065008342266083,177,0.5716431438922882
1683,"* unveiled a program on earth day 2009 to develop the renewable energy projects on the waters of our outer continental shelf that produce electricity from wind, wave, and ocean currents. these regulations will enable, for the first time ever, the nation to tap into our oceanâ€™s vast sustainable resources to generate clean energy in an environmentally sound and safe manner: http://www.earthday.org",obama,p-decision_policies,7,182.03651,9,181.15189,175,0.5342034101486206,25,0.5952738225460052
1684,* supported the first steps of a legally-binding treaty to reduce mercury emissions worldwide: http://www.ens-newswire.com/ens/feb2009/ 2009-02-16-02.asp,obama,p-decision_policies,38,117.36609,48,115.62484,174,0.4563125967979431,174,0.46935445070266724
1685,* provided attractive tax write-offs for those who buy hybrid automobiles: http://www.hybridcars.com/ federal-incentives.html,obama,p-decision_policies,45,170.42755,57,168.0168,176,0.4782729148864746,175,0.47214049100875854
1686,* purchased fuel efficient american-made fleet of vehicles for the federal government: http://blogs.edmunds. com/greencaradvisor/2009/06/ gsa-buys-210-million-worth-of-fuel- efficient-vehicles-from-us- carmakers.html,obama,p-decision_policies,44,129.66832,56,127.08199,173,0.3498205542564392,173,0.3101327419281006
1687,"well if you're going to give bush credit for things he wanted to do, then you have to give obama credit for things he wants to do: universal health care, clean energy research, financial reform, and closing guantanamo :) i'll give you the auto-bill thing, i had forgotten about that. but still, that was the bare minimum. bush rejected the kyoto protocol, which was the thing that mattered the most by far with respect to global warming.",obama,p-other,46,182.62056,58,181.01227,195,0.5359256267547607,21,0.47589200735092163
1688,* allocated special funding to the labor department to provide green job training to veterans: http://www.politifact.com/truth-o-meter/ promises/promise/466/ create-a-green-vet-initiative-to-promot e-environ,obama,p-other,44,85.14613,56,85.20303,177,0.21173632144927979,176,0.19458353519439697
1689,"* increased funding for national parks and forests in 2010, and plans to do it again for fy 2011: http://www.defenders.org/newsroom/ press_releases_folder/2010/ 02_01_2010_obamas_budget_includes_key_ funding_for_land_and_water.php",obama,p-decision_policies,28,120.82951,38,121.95404,174,0.4084342122077942,174,0.40728020668029785
1690,"* provided federal support for stem-cell and new biomedical research: http://www.time.com/time/health/article/ 0,8599,1908954,00.html",obama,p-health,38,146.67276,48,145.75803,174,0.4694722890853882,174,0.4678807258605957
1691,* issued an executive order repealing the bush-era restrictions on embryonic stem cell research: http://www.guardian.co. uk/world/2009/mar/09/ obama-administration-stem-cell-funding,obama,p-health,44,90.058716,56,89.87991,177,0.4061383008956909,177,0.2378072738647461
1692,"* signed the childrenâ€™s health insurance reauthorization act on february 4, 2009, which provides quality health care to 11 million kids â€“ 4 million who were previously uninsured: http://themiddleclass.org/bill/ children039s-health-insurance-program- reauthorization-act-2009",obama,p-health,8,166.26227,11,164.18799,173,0.41079002618789673,173,0.3206945061683655
1693,"* provided affordable, high-quality child care to working families: http://www.politifact.com/truth-o-meter/ promises/promise/244/ provide-affordable-high-quality-child- care",obama,p-economy,44,126.45586,56,126.178665,177,0.42985910177230835,176,0.3978121280670166
1694,* eliminated federal funding for abstinence-only education which was significantly increased during the bush administration to $176 million annually: http://www.guardian.co. uk/world/2009/jul/20/ bush-teen-pregnancy-cdc-report,obama,p-republicans,24,149.53703,56,127.31939,174,0.44818538427352905,174,0.442018985748291
